2026/08/05 12:24:28.854, 1, 0
2026/08/05 12:24:29.863, 1, 0
2026/08/05 12:24:30.863, 1, 0
2026/08/05 12:24:31.864, 1, 0
2026/08/05 12:24:32.865, 1, 0
2026/08/05 12:24:33.865, 4, 0
2026/08/05 12:24:34.866, 4, 0
2026/08/05 12:24:35.866, 4, 0
2026/08/05 12:24:36.867, 4, 0
2026/08/05 12:24:37.868, 4, 0
2026/08/05 12:24:38.868, 4, 0
2026/08/05 12:24:39.870, 4, 0
2026/08/05 12:24:40.870, 4, 0
2026/08/05 12:24:41.871, 4, 0
2026/08/05 12:24:42.871, 4, 0
2026/08/05 12:24:43.873, 4, 0
2026/08/05 12:24:44.874, 4, 0
2026/08/05 12:24:45.875, 4, 0
2026/08/05 12:24:46.876, 4, 0
2026/08/05 12:24:47.877, 1838, 3
2026/08/05 12:24:48.878, 2654, 0
2026/08/05 12:24:49.879, 3604, 16
2026/08/05 12:24:50.879, 5224, 21
2026/08/05 12:24:51.880, 5830, 23
2026/08/05 12:24:52.881, 5752, 0
2026/08/05 12:24:53.882, 8372, 100
2026/08/05 12:24:54.882, 8446, 81
2026/08/05 12:24:55.884, 8476, 84
2026/08/05 12:24:56.884, 8640, 100
2026/08/05 12:24:57.885, 8640, 100
2026/08/05 12:24:58.886, 8640, 100
2026/08/05 12:24:59.887, 11160, 99
2026/08/05 12:25:00.888, 11160, 100
2026/08/05 12:25:01.889, 11160, 100
2026/08/05 12:25:02.889, 11162, 100
2026/08/05 12:25:03.891, 11162, 100
2026/08/05 12:25:04.891, 11164, 100
2026/08/05 12:25:05.892, 11164, 98
2026/08/05 12:25:06.893, 11164, 97
2026/08/05 12:25:07.895, 11164, 100
2026/08/05 12:25:08.896, 11164, 100
2026/08/05 12:25:09.897, 11164, 85
2026/08/05 12:25:10.898, 11164, 100
2026/08/05 12:25:11.900, 11164, 100
2026/08/05 12:25:12.900, 14074, 100
2026/08/05 12:25:13.901, 14074, 100
2026/08/05 12:25:14.901, 14074, 84
2026/08/05 12:25:15.902, 14074, 100
2026/08/05 12:25:16.902, 14074, 84
2026/08/05 12:25:17.903, 17530, 100
2026/08/05 12:25:18.904, 17530, 100
2026/08/05 12:25:19.905, 17530, 100
2026/08/05 12:25:20.905, 17530, 100
2026/08/05 12:25:21.907, 17530, 68
2026/08/05 12:25:22.908, 17530, 84
2026/08/05 12:25:23.909, 17530, 100
2026/08/05 12:25:24.910, 17530, 100
2026/08/05 12:25:25.910, 17530, 100
2026/08/05 12:25:26.911, 17530, 100
2026/08/05 12:25:27.913, 17530, 100
2026/08/05 12:25:28.914, 17530, 100
2026/08/05 12:25:29.916, 17530, 84
2026/08/05 12:25:30.917, 17530, 85
2026/08/05 12:25:31.918, 17530, 100
2026/08/05 12:25:32.920, 17530, 100
2026/08/05 12:25:33.921, 17530, 100
2026/08/05 12:25:34.922, 17530, 100
2026/08/05 12:25:35.924, 17530, 100
2026/08/05 12:25:36.925, 17530, 100
2026/08/05 12:25:37.926, 17530, 100
2026/08/05 12:25:38.927, 17530, 100
